season,team1,team2,winner,win_by_runs,win_by_wickets,venue,toss_winner,toss_decision,player_of_match
2018,Punjab Kings,Rajasthan Royals,Punjab Kings,85,0,MA Chidambaram Stadium,Punjab Kings,field,Player44
2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,1,Rajiv Gandhi Stadium,Chennai Super Kings,field,Player43
2018,Punjab Kings,Chennai Super Kings,Punjab Kings,0,3,Chinnaswamy Stadium,Chennai Super Kings,bat,Player42
2018,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,47,0,Rajiv Gandhi Stadium,Kolkata Knight Riders,bat,Player15
2018,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,0,9,Wankhede Stadium,Kolkata Knight Riders,bat,Player19
2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,65,0,Feroz Shah Kotla,Chennai Super Kings,field,Player13
2018,Delhi Capitals,Mumbai Indians,Mumbai Indians,48,0,Feroz Shah Kotla,Mumbai Indians,bat,Player29
2018,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,13,0,Feroz Shah Kotla,Chennai Super Kings,bat,Player3
2018,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,53,0,Wankhede Stadium,Rajasthan Royals,field,Player17
2018,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,3,0,Feroz Shah Kotla,Royal Challengers Bangalore,bat,Player32
2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,54,0,Chinnaswamy Stadium,Chennai Super Kings,field,Player1
2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,0,9,Eden Gardens,Mumbai Indians,bat,Player41
2018,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,19,0,MA Chidambaram Stadium,Rajasthan Royals,bat,Player15
2018,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0,9,MA Chidambaram Stadium,Royal Challengers Bangalore,field,Player48
2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,9,Chinnaswamy Stadium,Chennai Super Kings,field,Player49
2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,45,0,Rajiv Gandhi Stadium,Sunrisers Hyderabad,field,Player29
2018,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,83,0,Eden Gardens,Chennai Super Kings,field,Player40
2018,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,0,4,Eden Gardens,Punjab Kings,bat,Player43
2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,2,0,Rajiv Gandhi Stadium,Royal Challengers Bangalore,bat,Player9
2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,8,Wankhede Stadium,Punjab Kings,field,Player9
2018,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0,7,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Player35
2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,Chinnaswamy Stadium,Sunrisers Hyderabad,bat,Player28
2018,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,16,0,Eden Gardens,Delhi Capitals,field,Player26
2018,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,86,0,Rajiv Gandhi Stadium,Chennai Super Kings,field,Player42
2018,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,0,8,Eden Gardens,Sunrisers Hyderabad,field,Player45
2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,1,MA Chidambaram Stadium,Chennai Super Kings,field,Player12
2018,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0,1,Rajiv Gandhi Stadium,Chennai Super Kings,bat,Player47
2018,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0,1,Rajiv Gandhi Stadium,Royal Challengers Bangalore,field,Player28
2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,27,0,Chinnaswamy Stadium,Sunrisers Hyderabad,field,Player10
2018,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,4,0,Rajiv Gandhi Stadium,Sunrisers Hyderabad,field,Player37
2018,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0,8,Wankhede Stadium,Kolkata Knight Riders,bat,Player22
2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,0,3,Feroz Shah Kotla,Sunrisers Hyderabad,field,Player46
2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0,8,Feroz Shah Kotla,Chennai Super Kings,field,Player13
2018,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,1,Rajiv Gandhi Stadium,Delhi Capitals,field,Player38
2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,0,3,Feroz Shah Kotla,Punjab Kings,bat,Player31
2018,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,35,0,Chinnaswamy Stadium,Rajasthan Royals,bat,Player21
2018,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0,5,Eden Gardens,Rajasthan Royals,field,Player31
2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,0,4,Eden Gardens,Chennai Super Kings,bat,Player3
2019,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,10,0,Eden Gardens,Punjab Kings,field,Player29
2019,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0,9,Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Player23
2019,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,Chinnaswamy Stadium,Punjab Kings,bat,Player5
2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,0,4,Rajiv Gandhi Stadium,Royal Challengers Bangalore,field,Player20
2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,32,0,Eden Gardens,Delhi Capitals,field,Player27
2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,0,7,Eden Gardens,Rajasthan Royals,field,Player5
2019,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,89,0,Wankhede Stadium,Mumbai Indians,field,Player22
2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,4,0,Wankhede Stadium,Royal Challengers Bangalore,field,Player12
2019,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,81,0,Feroz Shah Kotla,Rajasthan Royals,field,Player20
2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,43,0,Chinnaswamy Stadium,Mumbai Indians,field,Player20
2019,Delhi Capitals,Rajasthan Royals,Delhi Capitals,0,8,MA Chidambaram Stadium,Rajasthan Royals,bat,Player13
2019,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,0,2,Chinnaswamy Stadium,Delhi Capitals,field,Player11
2019,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,22,0,Chinnaswamy Stadium,Kolkata Knight Riders,bat,Player40
2019,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0,4,Chinnaswamy Stadium,Chennai Super Kings,field,Player46
2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,0,8,Eden Gardens,Delhi Capitals,bat,Player24
2019,Punjab Kings,Rajasthan Royals,Punjab Kings,51,0,Chinnaswamy Stadium,Punjab Kings,field,Player17
2019,Rajasthan Royals,Punjab Kings,Rajasthan Royals,8,0,Feroz Shah Kotla,Punjab Kings,field,Player20
2019,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,12,0,Wankhede Stadium,Kolkata Knight Riders,field,Player42
2019,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,0,2,MA Chidambaram Stadium,Delhi Capitals,field,Player34
2019,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,MA Chidambaram Stadium,Sunrisers Hyderabad,field,Player15
2019,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,40,0,Chinnaswamy Stadium,Kolkata Knight Riders,bat,Player40
2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0,8,Chinnaswamy Stadium,Rajasthan Royals,bat,Player28
2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,96,0,Chinnaswamy Stadium,Mumbai Indians,field,Player22
2019,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,6,Rajiv Gandhi Stadium,Punjab Kings,bat,Player11
2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,5,Rajiv Gandhi Stadium,Rajasthan Royals,field,Player46
2019,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,Wankhede Stadium,Punjab Kings,bat,Player31
2019,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,53,0,MA Chidambaram Stadium,Rajasthan Royals,field,Player13
2019,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,8,Wankhede Stadium,Mumbai Indians,field,Player15
2019,Rajasthan Royals,Punjab Kings,Rajasthan Royals,13,0,Wankhede Stadium,Punjab Kings,bat,Player40
2019,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,82,0,Feroz Shah Kotla,Chennai Super Kings,bat,Player12
2019,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0,7,Wankhede Stadium,Kolkata Knight Riders,field,Player18
2019,Punjab Kings,Rajasthan Royals,Punjab Kings,0,9,Rajiv Gandhi Stadium,Rajasthan Royals,bat,Player45
2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0,3,Feroz Shah Kotla,Mumbai Indians,field,Player26
2019,Delhi Capitals,Punjab Kings,Punjab Kings,0,7,Wankhede Stadium,Delhi Capitals,field,Player38
2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,0,5,Rajiv Gandhi Stadium,Rajasthan Royals,field,Player3
2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0,6,Feroz Shah Kotla,Rajasthan Royals,field,Player8
2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,3,MA Chidambaram Stadium,Delhi Capitals,field,Player12
2019,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,69,0,Rajiv Gandhi Stadium,Kolkata Knight Riders,bat,Player41
2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,0,4,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player45
2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,20,0,Chinnaswamy Stadium,Rajasthan Royals,bat,Player36
2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,17,0,MA Chidambaram Stadium,Chennai Super Kings,field,Player27
2019,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,0,8,Eden Gardens,Punjab Kings,bat,Player13
2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,0,9,Feroz Shah Kotla,Sunrisers Hyderabad,bat,Player2
2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,30,0,Feroz Shah Kotla,Chennai Super Kings,field,Player29
2019,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,43,0,Feroz Shah Kotla,Rajasthan Royals,bat,Player48
2019,Rajasthan Royals,Mumbai Indians,Mumbai Indians,15,0,Wankhede Stadium,Mumbai Indians,field,Player44
2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,0,4,Rajiv Gandhi Stadium,Rajasthan Royals,bat,Player9
2019,Delhi Capitals,Punjab Kings,Delhi Capitals,0,3,Eden Gardens,Punjab Kings,field,Player9
2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,78,0,Wankhede Stadium,Punjab Kings,field,Player8
2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,42,0,Rajiv Gandhi Stadium,Royal Challengers Bangalore,bat,Player39
2019,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,32,0,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Player21
2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,0,6,MA Chidambaram Stadium,Rajasthan Royals,bat,Player45
2019,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,0,9,Wankhede Stadium,Punjab Kings,bat,Player11
2019,Punjab Kings,Mumbai Indians,Punjab Kings,66,0,Eden Gardens,Punjab Kings,field,Player17
2019,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,2,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player4
2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,36,0,MA Chidambaram Stadium,Delhi Capitals,field,Player32
2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,60,0,Rajiv Gandhi Stadium,Mumbai Indians,field,Player35
2019,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,42,0,MA Chidambaram Stadium,Royal Challengers Bangalore,field,Player33
2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,2,Chinnaswamy Stadium,Kolkata Knight Riders,field,Player27
2020,Mumbai Indians,Punjab Kings,Punjab Kings,0,8,Rajiv Gandhi Stadium,Mumbai Indians,bat,Player34
2020,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,6,MA Chidambaram Stadium,Royal Challengers Bangalore,field,Player20
2020,Punjab Kings,Chennai Super Kings,Punjab Kings,24,0,Feroz Shah Kotla,Punjab Kings,field,Player27
2020,Punjab Kings,Mumbai Indians,Punjab Kings,76,0,Wankhede Stadium,Punjab Kings,field,Player26
2020,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,50,0,Chinnaswamy Stadium,Chennai Super Kings,bat,Player4
2020,Rajasthan Royals,Punjab Kings,Punjab Kings,89,0,MA Chidambaram Stadium,Punjab Kings,bat,Player21
2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0,6,Feroz Shah Kotla,Sunrisers Hyderabad,bat,Player33
2020,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,52,0,Rajiv Gandhi Stadium,Kolkata Knight Riders,bat,Player24
2020,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,1,Eden Gardens,Royal Challengers Bangalore,field,Player47
2020,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0,5,Chinnaswamy Stadium,Rajasthan Royals,field,Player40
2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,9,Chinnaswamy Stadium,Rajasthan Royals,field,Player11
2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,53,0,Feroz Shah Kotla,Delhi Capitals,bat,Player45
2020,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,59,0,MA Chidambaram Stadium,Delhi Capitals,field,Player30
2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0,7,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Player8
2020,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,0,9,MA Chidambaram Stadium,Rajasthan Royals,field,Player47
2020,Chennai Super Kings,Punjab Kings,Chennai Super Kings,0,9,Chinnaswamy Stadium,Chennai Super Kings,bat,Player22
2020,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,65,0,Wankhede Stadium,Punjab Kings,field,Player42
2020,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,0,6,Eden Gardens,Sunrisers Hyderabad,field,Player8
2020,Delhi Capitals,Punjab Kings,Delhi Capitals,90,0,Feroz Shah Kotla,Delhi Capitals,field,Player17
2020,Punjab Kings,Delhi Capitals,Punjab Kings,0,3,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player8
2020,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,27,0,Feroz Shah Kotla,Sunrisers Hyderabad,bat,Player35
2020,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0,1,Wankhede Stadium,Rajasthan Royals,field,Player47
2020,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,6,Eden Gardens,Chennai Super Kings,field,Player18
2020,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,0,7,Chinnaswamy Stadium,Kolkata Knight Riders,bat,Player19
2020,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0,3,Wankhede Stadium,Rajasthan Royals,bat,Player20
2020,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,Feroz Shah Kotla,Kolkata Knight Riders,bat,Player7
2020,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,32,0,Chinnaswamy Stadium,Royal Challengers Bangalore,field,Player14
2020,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,0,4,Eden Gardens,Punjab Kings,field,Player16
2020,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,0,2,Eden Gardens,Kolkata Knight Riders,field,Player24
2020,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,45,0,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Player44
2020,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,57,0,Eden Gardens,Punjab Kings,field,Player38
2020,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,93,0,Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Player45
2020,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,MA Chidambaram Stadium,Rajasthan Royals,field,Player44
2020,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,0,2,MA Chidambaram Stadium,Delhi Capitals,bat,Player37
2020,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,Eden Gardens,Chennai Super Kings,bat,Player42
2020,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Player19
2020,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0,3,Rajiv Gandhi Stadium,Sunrisers Hyderabad,field,Player22
2020,Punjab Kings,Rajasthan Royals,Punjab Kings,3,0,Wankhede Stadium,Rajasthan Royals,field,Player23
2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,73,0,MA Chidambaram Stadium,Delhi Capitals,bat,Player47
2020,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,0,7,Rajiv Gandhi Stadium,Sunrisers Hyderabad,field,Player34
2020,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,0,9,Rajiv Gandhi Stadium,Punjab Kings,field,Player41
2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0,2,MA Chidambaram Stadium,Mumbai Indians,bat,Player11
2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,7,0,Wankhede Stadium,Delhi Capitals,field,Player2
2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,6,Eden Gardens,Kolkata Knight Riders,field,Player49
2020,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,59,0,MA Chidambaram Stadium,Chennai Super Kings,field,Player44
2020,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,0,4,Rajiv Gandhi Stadium,Punjab Kings,field,Player27
2020,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,0,7,Rajiv Gandhi Stadium,Royal Challengers Bangalore,field,Player12
2020,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,63,0,Feroz Shah Kotla,Sunrisers Hyderabad,field,Player36
2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,0,4,Chinnaswamy Stadium,Delhi Capitals,bat,Player47
2020,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,16,0,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player45
2020,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,29,0,Eden Gardens,Kolkata Knight Riders,field,Player47
2020,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,21,0,Feroz Shah Kotla,Delhi Capitals,bat,Player29
2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,36,0,MA Chidambaram Stadium,Mumbai Indians,field,Player16
2020,Chennai Super Kings,Delhi Capitals,Delhi Capitals,0,3,MA Chidambaram Stadium,Chennai Super Kings,bat,Player29
2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,4,Wankhede Stadium,Kolkata Knight Riders,bat,Player19
2020,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,79,0,Wankhede Stadium,Rajasthan Royals,bat,Player32
2020,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,20,0,Rajiv Gandhi Stadium,Kolkata Knight Riders,bat,Player22
2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,0,2,Feroz Shah Kotla,Sunrisers Hyderabad,bat,Player42
2020,Rajasthan Royals,Punjab Kings,Punjab Kings,94,0,Eden Gardens,Rajasthan Royals,bat,Player31
2020,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,0,2,Eden Gardens,Punjab Kings,field,Player2
2021,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,96,0,Rajiv Gandhi Stadium,Chennai Super Kings,bat,Player31
2021,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,85,0,Chinnaswamy Stadium,Royal Challengers Bangalore,field,Player47
2021,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,97,0,Eden Gardens,Sunrisers Hyderabad,field,Player1
2021,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0,7,MA Chidambaram Stadium,Kolkata Knight Riders,field,Player4
2021,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,40,0,MA Chidambaram Stadium,Kolkata Knight Riders,bat,Player45
2021,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,Rajiv Gandhi Stadium,Sunrisers Hyderabad,bat,Player16
2021,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,4,Rajiv Gandhi Stadium,Sunrisers Hyderabad,bat,Player32
2021,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,8,Wankhede Stadium,Sunrisers Hyderabad,field,Player41
2021,Delhi Capitals,Chennai Super Kings,Delhi Capitals,80,0,Feroz Shah Kotla,Chennai Super Kings,bat,Player20
2021,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,80,0,MA Chidambaram Stadium,Kolkata Knight Riders,field,Player25
2021,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,76,0,MA Chidambaram Stadium,Chennai Super Kings,field,Player32
2021,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Player36
2021,Punjab Kings,Delhi Capitals,Punjab Kings,0,9,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player15
2021,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,7,Feroz Shah Kotla,Delhi Capitals,field,Player14
2021,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,2,MA Chidambaram Stadium,Chennai Super Kings,field,Player6
2021,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,4,Wankhede Stadium,Delhi Capitals,bat,Player45
2021,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0,3,Feroz Shah Kotla,Kolkata Knight Riders,field,Player5
2021,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,78,0,Rajiv Gandhi Stadium,Delhi Capitals,field,Player16
2021,Mumbai Indians,Delhi Capitals,Mumbai Indians,0,7,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player44
2021,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,44,0,MA Chidambaram Stadium,Mumbai Indians,bat,Player27
2021,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,1,Feroz Shah Kotla,Kolkata Knight Riders,bat,Player17
2021,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,Feroz Shah Kotla,Kolkata Knight Riders,field,Player35
2021,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,0,9,Rajiv Gandhi Stadium,Mumbai Indians,bat,Player5
2021,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0,7,Wankhede Stadium,Royal Challengers Bangalore,field,Player23
2021,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,54,0,Eden Gardens,Punjab Kings,field,Player26
2021,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,0,3,Wankhede Stadium,Punjab Kings,field,Player47
2021,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,84,0,Rajiv Gandhi Stadium,Chennai Super Kings,bat,Player48
2021,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0,3,Feroz Shah Kotla,Royal Challengers Bangalore,field,Player12
2021,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,39,0,Chinnaswamy Stadium,Kolkata Knight Riders,field,Player19
2021,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,13,0,Feroz Shah Kotla,Royal Challengers Bangalore,bat,Player22
2021,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,86,0,Eden Gardens,Kolkata Knight Riders,field,Player8
2021,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,26,0,Eden Gardens,Chennai Super Kings,field,Player9
2021,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,51,0,Chinnaswamy Stadium,Kolkata Knight Riders,bat,Player14
2021,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,11,0,Rajiv Gandhi Stadium,Chennai Super Kings,bat,Player19
2021,Punjab Kings,Delhi Capitals,Delhi Capitals,0,6,Wankhede Stadium,Delhi Capitals,field,Player1
2021,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,8,Eden Gardens,Royal Challengers Bangalore,bat,Player4
2021,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0,3,Feroz Shah Kotla,Mumbai Indians,field,Player24
2021,Punjab Kings,Mumbai Indians,Punjab Kings,54,0,Wankhede Stadium,Mumbai Indians,field,Player4
2021,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0,6,Wankhede Stadium,Royal Challengers Bangalore,bat,Player23
2021,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,57,0,MA Chidambaram Stadium,Chennai Super Kings,field,Player29
2021,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,3,Rajiv Gandhi Stadium,Mumbai Indians,bat,Player3
2021,Punjab Kings,Delhi Capitals,Delhi Capitals,0,8,Wankhede Stadium,Punjab Kings,field,Player42
2021,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,0,6,Chinnaswamy Stadium,Punjab Kings,field,Player23
2021,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,1,MA Chidambaram Stadium,Mumbai Indians,bat,Player10
2021,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0,2,Rajiv Gandhi Stadium,Chennai Super Kings,field,Player33
2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0,2,Chinnaswamy Stadium,Mumbai Indians,field,Player43
2021,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,71,0,Rajiv Gandhi Stadium,Chennai Super Kings,bat,Player35
2021,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,36,0,MA Chidambaram Stadium,Sunrisers Hyderabad,bat,Player43
2021,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0,3,Eden Gardens,Royal Challengers Bangalore,bat,Player4
